vehiculo,anio,estado,promedio_calificacion,n_resenas
Lexus ES 350 350,2019,Usado,4.09,181
Lexus ES 350 ,2010,Usado,4.09,689
Lexus LS 430 Base (A5),2002,Usado,4.09,46
Mercedes-Benz GLB 250 Base 4MATIC,2022,Nuevo,4.09,310
Mercedes-Benz GLC 300 Base,2021,Nuevo,4.09,314
Mercedes-Benz AMG GLA 45 Base,2023,Nuevo,4.09,371
Mercedes-Benz AMG GLE 53 Base,2023,Nuevo,4.09,405
Porsche Taycan Turbo,2020,Usado,4.09,358
Porsche Macan Base,2021,Usado,4.09,580
Tesla Model 3 Standard Range,2020,Usado,4.09,415
Tesla Model S 100D,2018,Usado,4.09,175
Tesla Model 3 Long Range,2018,Usado,4.09,423
Tesla Model 3 Long Range,2019,Usado,4.09,582
Acura TLX Type S w/Performance Tire,2023,Nuevo,4.08,642
Acura TLX A-Spec,2022,Acura Certified,4.08,282
Acura RDX Base,2016,Usado,4.08,349
Acura TLX A-Spec,2023,Nuevo,4.08,668
Acura RDX Technology Package,2023,Nuevo,4.08,607
BMW i4 Gran Coupe eDrive40,2023,Nuevo,4.08,390
BMW X5 xDrive35d,2018,Usado,4.08,177
Chevrolet Tahoe Premier,2019,Usado,4.08,356
Hyundai Genesis 3.8,2015,Usado,4.08,672
Hyundai Santa Fe HEV Limited,2023,Nuevo,4.08,305
INFINITI Q40 Base,2015,Usado,4.08,348
Lexus IS 250 Base,2014,Usado,4.08,672
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,4.08,574
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,4.08,553
Mercedes-Benz GLC 300 Base 4MATIC,2022,Nuevo,4.08,551
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,4.08,661
Porsche Macan S,2016,Usado,4.08,545
Porsche Cayenne Base (Tiptronic),2014,Usado,4.08,536
Porsche 911 Carrera,2020,Porsche Certified,4.08,76
Porsche Cayenne Base,2019,Usado,4.08,213
Tesla Model 3 Long Range,2021,Usado,4.08,281
Tesla Model X Plaid,2022,Usado,4.08,136
Tesla Model Y Long Range,2020,Usado,4.08,786
Acura RDX Base,2020,Usado,4.07,619
Acura MDX 3.5L w/Technology Package,2020,Usado,4.07,169
BMW 650 Gran Coupe i xDrive,2013,Usado,4.07,469
BMW 330 i xDrive,2023,Nuevo,4.07,208
BMW M235 Gran Coupe i xDrive,2023,Nuevo,4.07,313
Dodge Charger R/T,2022,Nuevo,4.07,53
Ford F-250 XL,2022,Nuevo,4.07,632
INFINITI QX60 Luxe,2019,Usado,4.07,186
Lexus LS 500 Base,2022,Nuevo,4.07,386
Mercedes-Benz Sprinter 2500 High Roof,2023,Nuevo,4.07,293
Mercedes-Benz GLA 250 Base 4MATIC,2023,Nuevo,4.07,456
Mercedes-Benz Sprinter 3500 170 WB High Roof Extended Cargo,2022,Nuevo,4.07,83
Porsche Macan S,2016,Usado,4.07,402
Porsche Macan Base,2020,Usado,4.07,765
Tesla Model X 75D,2016,Usado,4.07,16
Acura TLX A-Spec,2023,Nuevo,4.06,407
BMW 330e 330e,2023,Nuevo,4.06,103
BMW X5 sDrive35i,2016,Usado,4.06,409
BMW 435 Gran Coupe i xDrive,2015,Usado,4.06,488
Chevrolet Bolt EUV LT,2023,Nuevo,4.06,713
Dodge Challenger R/T Scat Pack,2023,Nuevo,4.06,83
Hyundai Tucson Value,2021,Usado,4.06,29
INFINITI G37x Base,2013,Usado,4.06,75
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,4.06,238
Porsche Cayenne S,2013,Usado,4.06,598
Porsche Cayenne Base,2013,Usado,4.06,478
Porsche Boxster GTS,2016,Porsche Certified,4.06,705
Porsche 911 Turbo S,2012,Usado,4.06,97
BMW 740 i xDrive,2020,Usado,4.05,448
Chevrolet Silverado 1500 LT,2018,Usado,4.05,770
Chevrolet Colorado ZR2,2022,Nuevo,4.05,572
Dodge Durango Citadel,2022,Nuevo,4.05,204
Dodge Challenger R/T,2023,Nuevo,4.05,446
Ford Bronco Badlands,2021,Nuevo,4.05,78
INFINITI QX50 Luxe,2023,Nuevo,4.05,498
INFINITI QX80 Base,2018,Usado,4.05,188
Lexus RX 450h Base,2017,Usado,4.05,149
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,4.05,39
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,4.05,255
Mercedes-Benz G-Class G 550 4MATIC,2023,Nuevo,4.05,432
Porsche Panamera 4 Platinum Edition,2013,Usado,4.05,210
Porsche 911 Carrera S,2022,Usado,4.05,423
Acura TLX A-Spec,2023,Nuevo,4.04,75
BMW M550 i xDrive,2019,BMW Certified,4.04,786
BMW M550 i xDrive,2020,Usado,4.04,6
BMW i7 xDrive60,2023,Nuevo,4.04,522
Chevrolet Express 1500 Cargo,2008,Usado,4.04,630
Dodge Charger SXT,2008,Usado,4.04,495
Dodge Charger Scat Pack,2019,Usado,4.04,482
Dodge Challenger SXT,2013,Usado,4.04,708
Hyundai Tucson Hybrid Blue,2023,Nuevo,4.04,380
INFINITI QX80 PREMIUM SELECT,2021,Usado,4.04,739
INFINITI QX50 ESSENTIAL,2019,Usado,4.04,696
Lexus NX 350 Base,2022,Nuevo,4.04,254
Lexus GX 460 Premium,2012,Usado,4.04,676
Lexus IS 350 Base,2014,Usado,4.04,387
Mercedes-Benz EQS 450 Base 4MATIC,2023,Nuevo,4.04,280
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,4.04,656
Porsche 911 GT3,2018,Usado,4.04,396
Porsche Taycan Base,2022,Porsche Certified,4.04,63
Tesla Model S Base,2013,Usado,4.04,392
Acura TLX Advance,2021,Usado,4.03,664
BMW 430 i xDrive,2022,Usado,4.03,575
Chevrolet Tahoe LS,2023,Nuevo,4.03,796
Dodge Durango SXT,2022,Nuevo,4.03,603
Dodge Durango R/T,2023,Nuevo,4.03,37
Dodge Challenger R/T,2022,Usado,4.03,508
Ford F-150 Lariat,2022,Nuevo,4.03,419
INFINITI QX55 LUXE,2023,Nuevo,4.03,61
INFINITI QX50 Pure,2023,Nuevo,4.03,37
Lexus ES 350 Base,2023,Nuevo,4.03,129
Lexus RC 350 F Sport,2021,Usado,4.03,723
Mercedes-Benz GLC 300 Base,2022,Nuevo,4.03,113
Porsche 718 Cayman Coupe,2019,Usado,4.03,783
Porsche Panamera 4,2016,Usado,4.03,95
Tesla Model S Performance,2013,Usado,4.03,405
Tesla Model 3 Long Range,2018,Usado,4.03,218
Acura TLX A-Spec,2023,Nuevo,4.02,29
Acura TLX Technology,2021,Usado,4.02,361
Acura RDX Base,2020,Acura Certified,4.02,514
Acura TLX FWD,2020,Usado,4.02,636
BMW 750 i,2016,Usado,4.02,453
BMW X6 xDrive40i,2020,BMW Certified,4.02,385
Chevrolet Equinox Premier w/1LZ,2020,Usado,4.02,567
Chevrolet SS Base,2015,Usado,4.02,175
Chevrolet SS Base,2017,Usado,4.02,211
Chevrolet Tahoe LT,2022,Nuevo,4.02,97
Chevrolet Silverado 1500 LT,2016,Usado,4.02,476
Dodge Challenger GT,2022,Nuevo,4.02,702
Dodge Charger GT,2019,Usado,4.02,243
Dodge Challenger R/T Scat Pack,2020,Usado,4.02,433
Dodge Challenger SRT Hellcat,2015,Usado,4.02,731
Dodge Challenger SRT Hellcat,2019,Usado,4.02,464
Dodge Charger R/T,2022,Nuevo,4.02,754
Ford Bronco Outer Banks,2023,Nuevo,4.02,386
Ford F-150 Lightning XLT,2023,Nuevo,4.02,375
Hyundai Santa Fe Limited,2022,Usado,4.02,782
INFINITI QX55 LUXE,2022,Usado,4.02,350
INFINITI Q60 3.0t Red Sport 400,2022,Nuevo,4.02,261
INFINITI QX60 Pure,2019,Usado,4.02,22
Lexus RX 330 ,2005,Usado,4.02,722
Lexus LS 460 L,2010,Usado,4.02,499
Lexus GX 460 Base,2023,Nuevo,4.02,685
Mercedes-Benz EQS 450 Base 4MATIC,2023,Nuevo,4.02,123
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,4.02,739
Mercedes-Benz GLC 300 Base,2022,Nuevo,4.02,334
Porsche 911 GT3 RS,2019,Usado,4.02,616
Porsche Macan Turbo,2017,Usado,4.02,568
Porsche Cayenne Turbo,2014,Usado,4.02,637
Tesla Model 3 Long Range,2021,Usado,4.02,332
Tesla Model 3 Long Range,2020,Usado,4.02,61
Acura RDX Technology Package,2020,Usado,4.01,644
Ford Mustang Mach 1,2023,Nuevo,4.01,525
Hyundai Santa Fe HEV SEL Premium,2023,Nuevo,4.01,94
Hyundai Sonata Sport,2017,Usado,4.01,16
INFINITI QX60 Base,2017,Usado,4.01,469
INFINITI Q50 2.0T Premium,2017,Usado,4.01,197
Lexus ES 350 Luxury,2023,Nuevo,4.01,356
Lexus IS 350 F Sport,2021,Usado,4.01,528
Lexus IS 250 Base,2012,Usado,4.01,101
Mercedes-Benz Sprinter 2500 High Roof,2022,Nuevo,4.01,738
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,4.01,195
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,4.01,352
Porsche Panamera GTS,2021,Usado,4.01,354
Tesla Model 3 Long Range,2019,Usado,4.01,64
Acura MDX Technology,2023,Nuevo,4.0,482
BMW X7 xDrive40i,2020,Usado,4.0,27
BMW 760 760i xDrive,2023,Nuevo,4.0,486
Chevrolet Silverado 1500 LT Trail Boss,2022,Nuevo,4.0,529
Chevrolet Camaro 2SS,2023,Nuevo,4.0,576
Hyundai Venue Limited,2023,Nuevo,4.0,34
INFINITI Q50 3.0t LUXE,2018,Usado,4.0,30
INFINITI Q70 3.7X LUXE,2019,Usado,4.0,275
INFINITI QX80 Luxe,2020,Usado,4.0,139
INFINITI QX55 LUXE,2023,Nuevo,4.0,678
INFINITI Q50 Premium,2014,Usado,4.0,481
Lexus IS 350 F Sport,2021,Usado,4.0,748
Lexus IS 350 Base,2014,Usado,4.0,554
Mercedes-Benz AMG GLE 53 Base,2023,Nuevo,4.0,549
Mercedes-Benz AMG GLC 43 GLC 43 AMG 4MATIC,2023,Nuevo,4.0,306
Porsche Cayenne ,2018,Porsche Certified,4.0,467
Porsche 911 Turbo,2014,Usado,4.0,663
Tesla Model 3 Performance,2020,Usado,4.0,630
Tesla Model 3 Long Range,2018,Usado,4.0,233
Acura TLX Technology,2021,Usado,3.99,60
Chevrolet Camaro 1SS,2023,Nuevo,3.99,45
Chevrolet Corvette L82,1977,Usado,3.99,76
Dodge Challenger R/T,2022,Nuevo,3.99,180
Dodge Ram 2500 Laramie,2011,Usado,3.99,701
Ford Bronco Outer Banks,2023,Nuevo,3.99,592
Lexus RX 350 F SPORT Handling,2022,Usado,3.99,332
Lexus RX 350 ,2017,Usado,3.99,682
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,3.99,198
Porsche Macan Base,2021,Usado,3.99,551
Acura Integra w/A-Spec Tech Package,2023,Nuevo,3.98,690
Acura MDX 3.5L,2019,Acura Certified,3.98,211
Acura MDX Advance,2023,Nuevo,3.98,81
Chevrolet Trailblazer ACTIV,2023,Nuevo,3.98,702
Chevrolet Colorado Z71,2022,Nuevo,3.98,108
Chevrolet Camaro 1LT,2019,Chevrolet Certified,3.98,362
Dodge Challenger R/T,2022,Nuevo,3.98,349
Ford F-250 Lariat,2022,Nuevo,3.98,787
Hyundai Venue SEL,2022,Usado,3.98,63
Hyundai Palisade SEL,2020,Usado,3.98,129
INFINITI QX60 Pure,2020,Usado,3.98,278
INFINITI QX80 Luxe,2022,INFINITI Certified,3.98,294
Porsche Taycan 4S,2022,Porsche Certified,3.98,594
Porsche 718 Cayman Base,2018,Usado,3.98,289
Porsche 911 Carrera 4S,2020,Porsche Certified,3.98,301
Tesla Model 3 Long Range,2019,Usado,3.98,707
Tesla Model S 70D,2016,Usado,3.98,127
Tesla Model 3 Standard Range Plus,2021,Usado,3.98,317
Tesla Model 3 Long Range,2020,Usado,3.98,371
Acura ILX Technology Plus Package,2016,Usado,3.97,92
Acura MDX 3.5L,2016,Usado,3.97,14
BMW 530 i,2023,Nuevo,3.97,382
BMW 230 i xDrive,2023,Nuevo,3.97,496
Chevrolet Silverado 1500 Limited RST,2022,Nuevo,3.97,516
Chevrolet Tahoe LT,2021,Usado,3.97,694
Dodge Challenger R/T,2022,Nuevo,3.97,545
Dodge Challenger SRT Hellcat,2019,Usado,3.97,7
Hyundai Sonata Sport 2.0T,2018,Usado,3.97,315
Hyundai Tucson SEL,2020,Usado,3.97,226
INFINITI Q60 3.0t Red Sport 400,2022,Usado,3.97,501
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,3.97,705
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,3.97,385
Porsche Panamera 2,2015,Usado,3.97,767
Porsche 911 Targa 4,2007,Usado,3.97,663
Tesla Model Y Long Range,2022,Usado,3.97,134
Acura TLX Technology,2022,Nuevo,3.96,285
BMW iX xDrive50,2023,Nuevo,3.96,540
BMW 228 Gran Coupe 228i sDrive Gran Coupe,2023,Nuevo,3.96,642
BMW 440 Gran Coupe i,2019,BMW Certified,3.96,652
Chevrolet Blazer Premier,2023,Nuevo,3.96,215
Dodge Durango GT,2018,Usado,3.96,5
Ford F-150 Tremor,2022,Nuevo,3.96,56
Ford F-150 XLT,2022,Nuevo,3.96,180
Hyundai Santa Fe SE,2018,Usado,3.96,144
Hyundai Santa Fe SEL 2.4,2020,Usado,3.96,356
INFINITI QX60 Luxe,2019,Usado,3.96,76
INFINITI QX60 Luxe,2019,Usado,3.96,91
Lexus UX 250h ,2019,Usado,3.96,583
Lexus GX 460 Base,2020,Usado,3.96,64
Lexus ES 350 F Sport,2019,Usado,3.96,713
Mercedes-Benz EQS 580 Base 4MATIC,2022,Nuevo,3.96,295
Mercedes-Benz GLC 300 Base,2021,Nuevo,3.96,585
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,3.96,55
Mercedes-Benz AMG E 53 Base 4MATIC,2023,Nuevo,3.96,119
Porsche 911 Carrera S,2012,Usado,3.96,579
Porsche Macan Base,2021,Porsche Certified,3.96,483
Porsche 911 Turbo,2017,Usado,3.96,266
Tesla Model 3 Standard,2019,Usado,3.96,43
Acura RDX Technology Package,2018,Usado,3.95,261
BMW iX M60,2023,Nuevo,3.95,571
BMW 430 i,2018,Usado,3.95,406
Chevrolet Traverse LS,2023,Nuevo,3.95,267
Chevrolet Traverse Premier,2023,Nuevo,3.95,216
Chevrolet Suburban Z71,2023,Nuevo,3.95,201
Chevrolet Malibu LT,2023,Nuevo,3.95,191
Chevrolet Tahoe Premier,2023,Nuevo,3.95,48
Dodge Challenger R/T Scat Pack,2022,Nuevo,3.95,186
Dodge Durango R/T,2017,Usado,3.95,769
Dodge Charger Scat Pack,2020,Usado,3.95,249
Ford Expedition Max Limited,2023,Nuevo,3.95,278
Hyundai Tucson Hybrid Limited,2023,Nuevo,3.95,400
INFINITI FX35 Base,2010,Usado,3.95,667
INFINITI QX50 Luxe,2021,INFINITI Certified,3.95,361
INFINITI QX60 Luxe,2019,Usado,3.95,425
INFINITI QX55 LUXE,2023,Nuevo,3.95,569
INFINITI QX60 SENSORY,2023,Nuevo,3.95,677
INFINITI QX60 Luxe,2023,Nuevo,3.95,646
Lexus ES 350 Base,2023,Nuevo,3.95,676
Lexus RX 350L Premium,2019,Usado,3.95,353
Lexus IS 200t Base,2017,Usado,3.95,162
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,3.95,597
Mercedes-Benz GLB 250 Base 4MATIC,2022,Nuevo,3.95,382
Porsche Cayenne Base,2022,Porsche Certified,3.95,719
Porsche Macan Base,2022,Usado,3.95,453
Tesla Model X 90D,2017,Usado,3.95,47
Tesla Model 3 Long Range,2018,Usado,3.95,33
Acura Integra A-Spec Technology,2023,Nuevo,3.94,134
Acura MDX 3.5L Technology & A-Spec Pkgs,2019,Usado,3.94,248
BMW M3 Base,2017,Usado,3.94,452
Chevrolet Traverse LTZ,2014,Usado,3.94,188
Dodge Challenger SXT,2020,Usado,3.94,682
Dodge Challenger SXT,2019,Usado,3.94,120
Ford Explorer Sport,2015,Usado,3.94,232
Hyundai IONIQ Hybrid Limited,2019,Usado,3.94,762
Hyundai Sonata SEL,2023,Nuevo,3.94,488
INFINITI QX60 Luxe,2019,INFINITI Certified,3.94,628
INFINITI QX80 Luxe,2023,Nuevo,3.94,643
Lexus LS 500 Base,2022,Nuevo,3.94,100
Lexus RC 350 Base,2015,Usado,3.94,556
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,3.94,148
Mercedes-Benz AMG GLA 45 Base,2023,Nuevo,3.94,332
Mercedes-Benz EQS 580 Base 4MATIC,2022,Nuevo,3.94,201
Porsche Taycan 4S,2020,Porsche Certified,3.94,527
Porsche 718 Boxster Base,2018,Porsche Certified,3.94,167
Porsche 911 Carrera,2022,Usado,3.94,191
Porsche 911 Carrera Cabriolet,2006,Usado,3.94,443
Porsche Panamera S,2015,Usado,3.94,183
Tesla Model X Long Range,2020,Usado,3.94,662
Acura MDX 3.5L,2019,Usado,3.93,381
Acura RDX Base,2019,Usado,3.93,696
BMW 740 i,2016,Usado,3.93,283
BMW X5 xDrive50i,2014,Usado,3.93,228
BMW X3 M40i,2019,Usado,3.93,398
BMW 328 i xDrive,2015,Usado,3.93,75
Dodge Durango SXT,2023,Nuevo,3.93,197
Ford Explorer ST,2023,Nuevo,3.93,85
Ford F-450 LIMITED,2022,Nuevo,3.93,243
Hyundai Tucson SE,2019,Usado,3.93,631
Hyundai Santa Fe XL SE,2019,Usado,3.93,727
Lexus ES 350 F Sport,2020,Usado,3.93,220
Mercedes-Benz AMG GLA 45 Base,2023,Nuevo,3.93,672
Mercedes-Benz E-Class E 450,2022,Nuevo,3.93,175
Mercedes-Benz GLB 250 Base 4MATIC,2022,Nuevo,3.93,777
Porsche Panamera 4S,2013,Usado,3.93,333
Acura MDX 3.5L w/Technology Package,2016,Usado,3.92,229
BMW 328d xDrive,2018,Usado,3.92,706
BMW i8 Base,2015,Usado,3.92,348
Chevrolet Trailblazer RS,2023,Nuevo,3.92,695
Chevrolet Suburban LT,2017,Usado,3.92,710
Chevrolet Bolt EUV LT,2023,Nuevo,3.92,797
Dodge Charger GT,2022,Nuevo,3.92,634
Dodge Challenger SXT,2022,Dodge Certified,3.92,27
Ford F-250 Lariat,2022,Nuevo,3.92,742
Hyundai Kona N Base,2023,Nuevo,3.92,748
Mercedes-Benz E-Class E 450,2023,Nuevo,3.92,125
Mercedes-Benz E-Class E 450,2023,Nuevo,3.92,625
Porsche 911 Carrera,1995,Usado,3.92,370
Porsche 911 GT3 RS,2016,Usado,3.92,507
Porsche Cayenne Base,2016,Usado,3.92,716
Tesla Model X P90D,2016,Usado,3.92,358
Acura MDX 3.5L,2014,Usado,3.91,253
BMW 740 i xDrive,2019,Usado,3.91,364
BMW X3 xDrive30i,2022,Nuevo,3.91,427
BMW X7 xDrive40i,2022,Usado,3.91,662
Chevrolet Camaro LT1,2023,Nuevo,3.91,521
Chevrolet Suburban 1500 LTZ,2013,Usado,3.91,175
Chevrolet Tahoe LT,2023,Nuevo,3.91,106
Dodge Charger R/T,2007,Usado,3.91,673
Dodge Durango SXT,2021,Usado,3.91,318
Dodge Ram 2500 Laramie Longhorn,2011,Usado,3.91,137
Hyundai Sonata Hybrid Blue,2022,Usado,3.91,622
Hyundai IONIQ Hybrid Blue,2017,Usado,3.91,480
INFINITI QX80 PREMIUM SELECT,2021,INFINITI Certified,3.91,140
Lexus ES 300h Base,2023,Nuevo,3.91,156
Mercedes-Benz GLC 300 4MATIC Coupe,2023,Nuevo,3.91,580
Porsche Boxster Black Edition,2016,Porsche Certified,3.91,295
Tesla Model S P100D,2016,Usado,3.91,250
Tesla Model X 100D,2019,Usado,3.91,573
Tesla Model 3 Long Range,2018,Usado,3.91,74
Tesla Model 3 Standard Range Plus,2019,Usado,3.91,287
Tesla Model S 60D,2016,Usado,3.91,553
Acura TL 3.2 w/Navigation,2007,Usado,3.9,541
Acura TLX V6,2015,Usado,3.9,461
Acura Integra A-Spec Technology,2023,Nuevo,3.9,744
Acura MDX A-Spec,2023,Nuevo,3.9,539
BMW i7 xDrive60,2023,Nuevo,3.9,650
Chevrolet Corvette Stingray w/3LT,2023,Nuevo,3.9,596
Chevrolet Avalanche 1500 LTZ,2012,Usado,3.9,186
Dodge Charger SXT,2022,Nuevo,3.9,348
Dodge Charger GT,2023,Nuevo,3.9,413
Dodge Charger SXT,2022,Nuevo,3.9,326
Dodge Challenger SRT Hellcat,2020,Usado,3.9,125
Dodge Challenger R/T,2022,Nuevo,3.9,708
Ford F-150 XLT,2023,Nuevo,3.9,288
Hyundai Palisade SEL,2023,Nuevo,3.9,780
Hyundai Santa Fe SEL,2021,Usado,3.9,155
INFINITI QX60 Luxe,2023,Nuevo,3.9,764
INFINITI QX60 Luxe,2023,Nuevo,3.9,18
INFINITI QX50 Luxe,2020,INFINITI Certified,3.9,496
Lexus GX 460 Base,2023,Nuevo,3.9,42
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,3.9,283
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,3.9,57
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,3.9,285
Porsche 911 Carrera S,2021,Usado,3.9,709
Porsche Macan Base,2022,Porsche Certified,3.9,323
Tesla Model S 90D,2017,Usado,3.9,112
Acura RDX Technology Package,2019,Usado,3.89,19
Acura MDX Advance,2023,Nuevo,3.89,211
BMW 230 i xDrive,2023,Nuevo,3.89,292
BMW M3 Base,2008,Usado,3.89,672
BMW 430 Gran Coupe i xDrive,2018,Usado,3.89,547
BMW 330 i xDrive,2019,Usado,3.89,334
BMW X5 xDrive35i,2014,Usado,3.89,229
Chevrolet Corvette Z06,2015,Usado,3.89,617
Dodge Charger GT,2022,Usado,3.89,36
Dodge Durango GT,2020,Usado,3.89,81
Dodge Charger GT,2022,Usado,3.89,177
Ford Mustang GT Premium,2022,Nuevo,3.89,266
INFINITI FX35 Base,2012,Usado,3.89,445
Lexus LS 460 L,2013,Usado,3.89,419
Mercedes-Benz EQS 450+ EQS 450+,2022,Nuevo,3.89,62
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,3.89,434
Porsche Cayenne Base,2016,Usado,3.89,378
Porsche Macan Base,2023,Nuevo,3.89,113
Acura TLX A-Spec,2023,Nuevo,3.88,180
Acura MDX Technology,2008,Usado,3.88,297
BMW 530 i xDrive,2023,Nuevo,3.88,353
BMW X7 xDrive40i,2023,Nuevo,3.88,103
BMW M4 Competition xDrive,2023,Nuevo,3.88,351
Chevrolet Malibu LT,2021,Usado,3.88,664
Chevrolet Colorado Z71,2022,Nuevo,3.88,184
Dodge Durango SXT,2023,Nuevo,3.88,285
Dodge Dart SXT,2013,Usado,3.88,160
Dodge Charger SXT,2020,Usado,3.88,138
Dodge Durango R/T,2022,Nuevo,3.88,788
Ford F-150 XLT,2022,Nuevo,3.88,50
Ford Expedition Platinum,2023,Nuevo,3.88,336
Ford EcoSport SE,2022,Nuevo,3.88,677
Hyundai Elantra Value Edition,2018,Usado,3.88,26
Hyundai Tucson SE,2017,Usado,3.88,714
Hyundai Santa Fe Sport 2.4L,2017,Usado,3.88,657
INFINITI QX30 Base,2017,Usado,3.88,524
INFINITI QX55 LUXE,2023,Nuevo,3.88,295
INFINITI QX60 Luxe,2020,INFINITI Certified,3.88,367
INFINITI QX55 LUXE,2023,Nuevo,3.88,649
Lexus IS 350 F Sport,2021,Usado,3.88,470
Lexus UX 250h F Sport,2019,Usado,3.88,325
Lexus ES 300h Luxury,2019,Usado,3.88,194
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,3.88,392
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,3.88,351
Mercedes-Benz GLC 300 Base,2021,Nuevo,3.88,322
Mercedes-Benz EQS 450+ Base,2023,Nuevo,3.88,261
Porsche 911 Carrera S,2017,Porsche Certified,3.88,49
Porsche 911 Targa 4 GTS,2018,Porsche Certified,3.88,197
Porsche 911 Carrera 4S,2019,Usado,3.88,60
Tesla Model 3 Long Range,2022,Usado,3.88,702
Tesla Model Y Performance,2022,Usado,3.88,92
Acura MDX 3.5L,2020,Acura Certified,3.87,86
BMW X5 xDrive40i,2021,BMW Certified,3.87,742
BMW 740 i,2021,Usado,3.87,171
Chevrolet Silverado 1500 Custom,2023,Nuevo,3.87,644
Dodge Charger Scat Pack,2022,Nuevo,3.87,637
Ford Expedition Limited,2021,Usado,3.87,381
Hyundai Accent SE,2020,Usado,3.87,469
Hyundai Sonata SE,2021,Usado,3.87,701
Hyundai Santa Fe SEL,2023,Nuevo,3.87,634
Hyundai Elantra HEV Limited,2023,Nuevo,3.87,327
INFINITI QX50 Luxe,2023,Nuevo,3.87,739
INFINITI Q60 LUXE,2022,Nuevo,3.87,191
Lexus GX 460 Luxury,2016,Usado,3.87,799
Lexus RX 350 Base,2022,Nuevo,3.87,561
Lexus ES 350 ,2019,Usado,3.87,130
Lexus GX 460 Base,2020,Usado,3.87,264
Lexus ES 350 ,2019,Usado,3.87,32
Lexus GS 350 Base,2013,Usado,3.87,411
Mercedes-Benz AMG GLA 45 Base,2023,Nuevo,3.87,748
Porsche 718 Boxster GTS,2019,Usado,3.87,586
Porsche 911 Carrera S,2018,Usado,3.87,234
Tesla Model 3 Long Range,2022,Usado,3.87,496
BMW M5 Base,2023,Nuevo,3.86,212
BMW M440 i xDrive,2023,Nuevo,3.86,191
Chevrolet Colorado WT,2022,Nuevo,3.86,685
Chevrolet Blazer 2LT,2019,Usado,3.86,303
Dodge Avenger SE,2013,Usado,3.86,333
Dodge Charger R/T,2019,Usado,3.86,171
Dodge Charger SXT,2014,Usado,3.86,554
Hyundai Elantra GT Base,2017,Usado,3.86,646
INFINITI QX80 Luxe,2019,Usado,3.86,644
Lexus NX 350 F SPORT Handling,2023,Nuevo,3.86,97
Lexus IS 300 Base,2020,Usado,3.86,458
Lexus ES 350 Base,2022,Usado,3.86,387
Mercedes-Benz Sprinter 2500 Standard Roof,2022,Nuevo,3.86,581
Mercedes-Benz GLC 300 Base 4MATIC,2022,Nuevo,3.86,358
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,3.86,77
Porsche 911 Carrera,2000,Usado,3.86,36
Porsche 911 Carrera S,2017,Usado,3.86,319
Porsche Macan S,2019,Usado,3.86,163
Tesla Model 3 Long Range,2018,Usado,3.86,51
Tesla Model Y Standard Range,2021,Usado,3.86,374
Tesla Model 3 Standard Range Plus,2021,Usado,3.86,702
Tesla Model Y Long Range,2020,Usado,3.86,431
BMW X5 M Base,2023,Nuevo,3.85,16
BMW i8 Base,2015,Usado,3.85,527
Chevrolet Silverado 1500 LT,2022,Nuevo,3.85,405
Chevrolet Traverse 1LT,2015,Usado,3.85,561
Chevrolet Bolt EV Premier,2021,Usado,3.85,246
Chevrolet Tahoe LS,2019,Usado,3.85,29
Chevrolet Trailblazer RS,2023,Nuevo,3.85,795
Dodge Challenger R/T Scat Pack,2022,Nuevo,3.85,654
Dodge Charger GT,2021,Usado,3.85,201
Hyundai Sonata N Line,2022,Nuevo,3.85,149
INFINITI G35x Base,2008,Usado,3.85,467
INFINITI Q50 ,2014,Usado,3.85,142
Lexus ES 350 Base,2019,Usado,3.85,551
Lexus NX 200t Base,2017,Usado,3.85,510
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,3.85,725
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,3.85,686
Porsche Cayenne GTS,2008,Usado,3.85,495
Porsche Cayenne Base,2016,Usado,3.85,552
Acura MDX 3.5L w/Advance Package,2019,Acura Certified,3.84,248
Acura ILX Base,2020,Usado,3.84,692
